episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/entropy_coeff,info/learner/default_policy/learner_stats/policy_entropy,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss 
-17.0,-21.0,-19.98,3870.53,9,8,1958080,320,1958080,False,2405,235,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-07-46,1650713866,10.294911623001099,2376.616557121277,28360,DESKTOP-1HD8C9H,127.0.0.1,2376.616557121277,75200,235,11.156481266021729,"[-21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -18.0, -19.0, -17.0, -19.0, -21.0, -19.0, -18.0, -20.0, -19.0, -21.0, -18.0, -21.0, -21.0, -20.0, -19.0, -18.0, -19.0, -18.0, -20.0, -19.0, -19.0, -21.0, -18.0, -20.0, -21.0, -19.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -18.0, -20.0, -20.0, -19.0, -19.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0]","[3781, 3413, 3545, 3864, 3297, 3926, 4145, 3132, 4134, 4709, 4515, 4405, 3297, 3903, 4909, 5358, 4091, 3787, 4328, 3921, 3415, 4995, 3747, 5227, 3777, 5085, 4164, 4387, 4403, 4076, 4348, 3564, 3417, 4084, 3615, 3368, 3372, 3972, 3709, 4158, 3132, 3371, 3693, 3305, 3797, 3368, 3169, 3057, 4413, 3374, 3684, 4233, 4509, 4612, 3725, 3483, 4284, 4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942]",401.543,796.926,7.385,43330.286,20.684,15470.696,15.028,1958080,1958080,1958080,320,1958080,14.946666666666667,6.599999999999998,0.0001,0.01,343.3462829589844,4.941056251525879,12.993206977844238
-17.0,-21.0,-19.96,3881.85,9,8,1966400,320,1966400,False,2414,236,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-07-56,1650713876,10.120638132095337,2386.737195253372,28360,DESKTOP-1HD8C9H,127.0.0.1,2386.737195253372,75520,236,11.156481266021729,"[-19.0, -17.0, -19.0, -21.0, -19.0, -18.0, -20.0, -19.0, -21.0, -18.0, -21.0, -21.0, -20.0, -19.0, -18.0, -19.0, -18.0, -20.0, -19.0, -19.0, -21.0, -18.0, -20.0, -21.0, -19.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -18.0, -20.0, -20.0, -19.0, -19.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0]","[4709, 4515, 4405, 3297, 3903, 4909, 5358, 4091, 3787, 4328, 3921, 3415, 4995, 3747, 5227, 3777, 5085, 4164, 4387, 4403, 4076, 4348, 3564, 3417, 4084, 3615, 3368, 3372, 3972, 3709, 4158, 3132, 3371, 3693, 3305, 3797, 3368, 3169, 3057, 4413, 3374, 3684, 4233, 4509, 4612, 3725, 3483, 4284, 4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847]",393.47,813.276,8.175,39144.456,40.377,7925.328,14.056,1966400,1966400,1966400,320,1966400,14.371428571428572,6.599999999999999,0.0001,0.01,325.40594482421875,-2.1333518028259277,6.038980484008789
-18.0,-21.0,-20.01,3848.16,7,8,1974720,320,1974720,False,2421,237,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-08-06,1650713886,9.985010862350464,2396.7222061157227,28360,DESKTOP-1HD8C9H,127.0.0.1,2396.7222061157227,75840,237,11.156481266021729,"[-19.0, -21.0, -18.0, -21.0, -21.0, -20.0, -19.0, -18.0, -19.0, -18.0, -20.0, -19.0, -19.0, -21.0, -18.0, -20.0, -21.0, -19.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -18.0, -20.0, -20.0, -19.0, -19.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0]","[4091, 3787, 4328, 3921, 3415, 4995, 3747, 5227, 3777, 5085, 4164, 4387, 4403, 4076, 4348, 3564, 3417, 4084, 3615, 3368, 3372, 3972, 3709, 4158, 3132, 3371, 3693, 3305, 3797, 3368, 3169, 3057, 4413, 3374, 3684, 4233, 4509, 4612, 3725, 3483, 4284, 4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244]",388.604,823.461,9.37,34153.136,21.86,14638.815,14.066,1974720,1974720,1974720,320,1974720,14.828571428571431,6.599999999999999,0.0001,0.01,324.1328430175781,35.157447814941406,9.896947860717773
-18.0,-21.0,-20.05,3830.28,9,8,1983040,320,1983040,False,2430,238,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-08-16,1650713896,10.187993288040161,2406.910199403763,28360,DESKTOP-1HD8C9H,127.0.0.1,2406.910199403763,76160,238,11.156481266021729,"[-18.0, -20.0, -19.0, -19.0, -21.0, -18.0, -20.0, -21.0, -19.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -18.0, -20.0, -20.0, -19.0, -19.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0]","[5085, 4164, 4387, 4403, 4076, 4348, 3564, 3417, 4084, 3615, 3368, 3372, 3972, 3709, 4158, 3132, 3371, 3693, 3305, 3797, 3368, 3169, 3057, 4413, 3374, 3684, 4233, 4509, 4612, 3725, 3483, 4284, 4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417]",390.232,820.025,4.683,68332.703,24.995,12802.808,14.06,1983040,1983040,1983040,320,1983040,13.242857142857144,6.599999999999999,0.0001,0.01,277.29193115234375,-24.267532348632812,11.425188064575195
-16.0,-21.0,-20.05,3839.7,7,8,1991360,320,1991360,False,2437,239,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-08-27,1650713907,10.295623540878296,2417.205822944641,28360,DESKTOP-1HD8C9H,127.0.0.1,2417.205822944641,76480,239,11.156481266021729,"[-21.0, -19.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -18.0, -20.0, -20.0, -19.0, -19.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -19.0, -20.0, -17.0, -21.0, -16.0, -21.0, -21.0]","[3417, 4084, 3615, 3368, 3372, 3972, 3709, 4158, 3132, 3371, 3693, 3305, 3797, 3368, 3169, 3057, 4413, 3374, 3684, 4233, 4509, 4612, 3725, 3483, 4284, 4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417, 4237, 3701, 5360, 3533, 6399, 4086, 3653]",425.709,751.687,6.249,51210.549,21.865,14635.239,16.575,1991360,1991360,1991360,320,1991360,13.573333333333332,6.599999999999998,0.0001,0.01,336.8620300292969,-37.8133544921875,6.43646764755249
-16.0,-21.0,-19.93,3931.57,7,8,2000000,320,2000000,False,2444,240,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-08-37,1650713917,10.261262655258179,2427.4670855998993,28360,DESKTOP-1HD8C9H,127.0.0.1,2427.4670855998993,76800,240,11.156481266021729,"[-20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -18.0, -20.0, -20.0, -19.0, -19.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -19.0, -20.0, -17.0, -21.0, -16.0, -21.0, -21.0, -17.0, -20.0, -20.0, -16.0, -19.0, -17.0, -21.0]","[4158, 3132, 3371, 3693, 3305, 3797, 3368, 3169, 3057, 4413, 3374, 3684, 4233, 4509, 4612, 3725, 3483, 4284, 4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417, 4237, 3701, 5360, 3533, 6399, 4086, 3653, 5963, 5326, 4652, 5208, 4551, 5483, 3541]",371.122,862.249,4.691,68217.397,24.981,12809.553,14.055,2000000,2000000,2000000,320,2000000,13.935714285714287,6.599999999999999,0.0001,0.01,338.65826416015625,25.726884841918945,8.813240051269531
-16.0,-21.0,-19.91,3995.3,10,8,2008000,320,2008000,False,2454,241,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-08-47,1650713927,10.106637477874756,2437.573723077774,28360,DESKTOP-1HD8C9H,127.0.0.1,2437.573723077774,77120,241,11.156481266021729,"[-20.0, -20.0, -19.0, -19.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -19.0, -20.0, -17.0, -21.0, -16.0, -21.0, -21.0, -17.0, -20.0, -20.0, -16.0, -19.0, -17.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -19.0, -19.0, -19.0]","[3374, 3684, 4233, 4509, 4612, 3725, 3483, 4284, 4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417, 4237, 3701, 5360, 3533, 6399, 4086, 3653, 5963, 5326, 4652, 5208, 4551, 5483, 3541, 3725, 3484, 3751, 4268, 4029, 4085, 4686, 4348, 5277, 4183]",413.745,773.422,7.815,40946.629,21.861,14637.968,14.066,2008000,2008000,2008000,320,2008000,12.986666666666666,6.599999999999998,0.0001,0.01,226.4144287109375,-10.44302749633789,3.5029404163360596
-16.0,-21.0,-19.94,3973.86,8,8,2016000,320,2016000,False,2462,242,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-08-57,1650713937,10.290680170059204,2447.8644032478333,28360,DESKTOP-1HD8C9H,127.0.0.1,2447.8644032478333,77440,242,11.156481266021729,"[-20.0, -21.0, -21.0, -21.0, -19.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -19.0, -20.0, -17.0, -21.0, -16.0, -21.0, -21.0, -17.0, -20.0, -20.0, -16.0, -19.0, -17.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -19.0, -19.0, -19.0, -20.0, -20.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0]","[4003, 4550, 3297, 3777, 5131, 3461, 3901, 3169, 4872, 3297, 3368, 3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417, 4237, 3701, 5360, 3533, 6399, 4086, 3653, 5963, 5326, 4652, 5208, 4551, 5483, 3541, 3725, 3484, 3751, 4268, 4029, 4085, 4686, 4348, 5277, 4183, 3977, 3722, 3786, 4536, 3173, 3488, 3592, 3486]",388.467,823.751,7.818,40931.894,24.983,12808.93,14.06,2016000,2016000,2016000,320,2016000,12.950000000000003,6.599999999999999,0.0001,0.01,312.82818603515625,-19.111255645751953,2.2134337425231934
-16.0,-21.0,-19.94,3945.31,11,8,2024320,320,2024320,False,2473,243,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-09-08,1650713948,10.156582832336426,2458.0209860801697,28360,DESKTOP-1HD8C9H,127.0.0.1,2458.0209860801697,77760,243,11.156481266021729,"[-20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -18.0, -18.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -19.0, -20.0, -17.0, -21.0, -16.0, -21.0, -21.0, -17.0, -20.0, -20.0, -16.0, -19.0, -17.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -19.0, -19.0, -19.0, -20.0, -20.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -19.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0]","[3351, 3684, 3351, 3297, 3305, 3600, 3676, 4605, 4287, 3484, 3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417, 4237, 3701, 5360, 3533, 6399, 4086, 3653, 5963, 5326, 4652, 5208, 4551, 5483, 3541, 3725, 3484, 3751, 4268, 4029, 4085, 4686, 4348, 5277, 4183, 3977, 3722, 3786, 4536, 3173, 3488, 3592, 3486, 3956, 3378, 3057, 4947, 4224, 3653, 3057, 3725, 3372, 3057, 3545]",372.445,859.188,4.69,68223.291,23.411,13668.823,14.07,2024320,2024320,2024320,320,2024320,13.660000000000002,6.599999999999998,0.0001,0.01,332.70098876953125,30.912979125976562,12.627010345458984
-16.0,-21.0,-20.05,3887.25,10,8,2032960,320,2032960,False,2483,244,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-09-18,1650713958,10.304048776626587,2468.3250348567963,28360,DESKTOP-1HD8C9H,127.0.0.1,2468.3250348567963,78080,244,11.156481266021729,"[-21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -19.0, -20.0, -17.0, -21.0, -16.0, -21.0, -21.0, -17.0, -20.0, -20.0, -16.0, -19.0, -17.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -19.0, -19.0, -19.0, -20.0, -20.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -19.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[3380, 3409, 3484, 3413, 3788, 3371, 4020, 3728, 4092, 3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417, 4237, 3701, 5360, 3533, 6399, 4086, 3653, 5963, 5326, 4652, 5208, 4551, 5483, 3541, 3725, 3484, 3751, 4268, 4029, 4085, 4686, 4348, 5277, 4183, 3977, 3722, 3786, 4536, 3173, 3488, 3592, 3486, 3956, 3378, 3057, 4947, 4224, 3653, 3057, 3725, 3372, 3057, 3545, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3321]",364.275,878.458,6.249,51210.94,21.863,14636.34,14.055,2032960,2032960,2032960,320,2032960,13.714285714285712,6.599999999999999,0.0001,0.01,345.39154052734375,-0.011529922485351562,13.691984176635742
-16.0,-21.0,-20.08,3849.61,9,8,2041600,320,2041600,False,2492,245,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_17-09-28,1650713968,10.324917078018188,2478.6499519348145,28360,DESKTOP-1HD8C9H,127.0.0.1,2478.6499519348145,78400,245,11.156481266021729,"[-20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -19.0, -19.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -18.0, -21.0, -20.0, -18.0, -21.0, -19.0, -21.0, -19.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -19.0, -20.0, -17.0, -21.0, -16.0, -21.0, -21.0, -17.0, -20.0, -20.0, -16.0, -19.0, -17.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -19.0, -19.0, -19.0, -20.0, -20.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -19.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0]","[3720, 3349, 3541, 4601, 3693, 4041, 3608, 4644, 4330, 3589, 4044, 3248, 3942, 3801, 3409, 4035, 3313, 4056, 3541, 4160, 4207, 3847, 4181, 3305, 4359, 4902, 3976, 3760, 3244, 4061, 4313, 3838, 4097, 3297, 3720, 3057, 4700, 4417, 4237, 3701, 5360, 3533, 6399, 4086, 3653, 5963, 5326, 4652, 5208, 4551, 5483, 3541, 3725, 3484, 3751, 4268, 4029, 4085, 4686, 4348, 5277, 4183, 3977, 3722, 3786, 4536, 3173, 3488, 3592, 3486, 3956, 3378, 3057, 4947, 4224, 3653, 3057, 3725, 3372, 3057, 3545, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3321, 3653, 3057, 3057, 3057, 3169, 3057, 3513, 3301, 3057]",378.686,845.027,6.253,51173.061,21.861,14637.633,14.059,2041600,2041600,2041600,320,2041600,13.826666666666666,6.599999999999998,0.0001,0.01,327.593505859375,18.104183197021484,10.170910835266113
