episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/entropy_coeff,info/learner/default_policy/learner_stats/policy_entropy,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss 
20.0,9.0,15.75,10695.94,1,8,8236480,320,8236480,False,5364,982,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-14-39,1650721479,10.060211658477783,9949.60651230812,28360,DESKTOP-1HD8C9H,127.0.0.1,9949.60651230812,314240,982,11.156481266021729,"[16.0, 14.0, 10.0, 15.0, 16.0, 14.0, 10.0, 13.0, 17.0, 17.0, 15.0, 16.0, 13.0, 14.0, 14.0, 13.0, 16.0, 18.0, 14.0, 14.0, 18.0, 16.0, 16.0, 17.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0]","[11014, 11258, 12332, 10713, 9705, 11082, 10093, 10176, 9726, 9824, 9800, 10198, 10244, 10007, 12225, 10589, 10873, 10096, 11248, 10672, 9687, 11288, 9608, 9390, 10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353]",364.559,877.772,4.691,68209.076,21.87,14631.665,10.929,8236480,8236480,8236480,320,8236480,13.639999999999997,6.599999999999998,0.0001,0.01,304.0249328613281,13.4172945022583,0.8457348942756653
20.0,9.0,15.91,10680.55,5,8,8245120,320,8245120,False,5369,983,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-14-49,1650721489,10.243455171585083,9959.849967479706,28360,DESKTOP-1HD8C9H,127.0.0.1,9959.849967479706,314560,983,11.156481266021729,"[14.0, 10.0, 13.0, 17.0, 17.0, 15.0, 16.0, 13.0, 14.0, 14.0, 13.0, 16.0, 18.0, 14.0, 14.0, 18.0, 16.0, 16.0, 17.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0]","[11082, 10093, 10176, 9726, 9824, 9800, 10198, 10244, 10007, 12225, 10589, 10873, 10096, 11248, 10672, 9687, 11288, 9608, 9390, 10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084]",371.134,862.223,7.818,40929.897,21.87,14631.793,12.484,8245120,8245120,8245120,320,8245120,13.942857142857141,6.599999999999999,0.0001,0.01,314.5169982910156,15.58469295501709,2.525783061981201
20.0,9.0,16.08,10670.36,3,8,8253760,320,8253760,False,5372,984,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-14-59,1650721499,10.171716690063477,9970.02168416977,28360,DESKTOP-1HD8C9H,127.0.0.1,9970.02168416977,314880,984,11.156481266021729,"[17.0, 17.0, 15.0, 16.0, 13.0, 14.0, 14.0, 13.0, 16.0, 18.0, 14.0, 14.0, 18.0, 16.0, 16.0, 17.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0]","[9726, 9824, 9800, 10198, 10244, 10007, 12225, 10589, 10873, 10096, 11248, 10672, 9687, 11288, 9608, 9390, 10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821]",364.026,879.057,9.391,34075.878,18.743,17072.984,12.491,8253760,8253760,8253760,320,8253760,14.06666666666667,6.599999999999998,0.0001,0.01,305.87237548828125,4.738859176635742,8.307085037231445
20.0,9.0,16.11,10737.01,5,8,8262400,320,8262400,False,5377,985,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-15-10,1650721510,10.254578351974487,9980.276262521744,28360,DESKTOP-1HD8C9H,127.0.0.1,9980.276262521744,315200,985,11.156481266021729,"[14.0, 14.0, 13.0, 16.0, 18.0, 14.0, 14.0, 18.0, 16.0, 16.0, 17.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0]","[10007, 12225, 10589, 10873, 10096, 11248, 10672, 9687, 11288, 9608, 9390, 10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582]",366.787,872.441,6.26,51118.684,24.991,12804.53,14.044,8262400,8262400,8262400,320,8262400,14.342857142857142,6.599999999999999,0.0001,0.01,322.1607360839844,19.500009536743164,1.6447616815567017
20.0,9.0,16.15,10732.68,2,8,8270720,320,8270720,False,5379,986,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-15-20,1650721520,10.080628633499146,9990.356891155243,28360,DESKTOP-1HD8C9H,127.0.0.1,9990.356891155243,315520,986,11.156481266021729,"[13.0, 16.0, 18.0, 14.0, 14.0, 18.0, 16.0, 16.0, 17.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0, 16.0, 16.0]","[10589, 10873, 10096, 11248, 10672, 9687, 11288, 9608, 9390, 10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582, 10926, 10873]",364.152,878.753,10.956,29208.182,18.747,17069.336,13.184,8270720,8270720,8270720,320,8270720,13.500000000000002,6.599999999999998,0.0001,0.01,321.09344482421875,-11.595040321350098,9.24135971069336
20.0,9.0,16.15,10737.42,2,8,8279040,320,8279040,False,5381,987,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-15-30,1650721530,10.127150297164917,10000.484041452408,28360,DESKTOP-1HD8C9H,127.0.0.1,10000.484041452408,315840,987,11.156481266021729,"[18.0, 14.0, 14.0, 18.0, 16.0, 16.0, 17.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0, 16.0, 16.0, 16.0, 13.0]","[10096, 11248, 10672, 9687, 11288, 9608, 9390, 10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582, 10926, 10873, 10278, 11658]",364.913,876.922,6.264,51082.497,20.444,15652.213,15.622,8279040,8279040,8279040,320,8279040,13.635714285714284,6.599999999999999,0.0001,0.01,293.01373291015625,-4.777220249176025,0.7500547766685486
20.0,9.0,16.18,10730.99,4,8,8287040,320,8287040,False,5385,988,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-15-40,1650721540,9.813527584075928,10010.297569036484,28360,DESKTOP-1HD8C9H,127.0.0.1,10010.297569036484,316160,988,11.156481266021729,"[16.0, 16.0, 17.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0, 16.0, 16.0, 16.0, 13.0, 16.0, 20.0, 16.0, 15.0]","[11288, 9608, 9390, 10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582, 10926, 10873, 10278, 11658, 10412, 9703, 10548, 10397]",381.201,839.453,6.265,51080.553,23.433,13655.723,14.031,8287040,8287040,8287040,320,8287040,13.057142857142859,6.599999999999999,0.0001,0.01,301.2886962890625,6.588350296020508,2.858179807662964
20.0,9.0,16.14,10748.53,3,8,8295360,320,8295360,False,5388,989,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-15-50,1650721550,10.034107685089111,10020.331676721573,28360,DESKTOP-1HD8C9H,127.0.0.1,10020.331676721573,316480,989,11.156481266021729,"[15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0, 16.0, 16.0, 16.0, 13.0, 16.0, 20.0, 16.0, 15.0, 16.0, 15.0, 14.0]","[10676, 10109, 10340, 10974, 10744, 10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582, 10926, 10873, 10278, 11658, 10412, 9703, 10548, 10397, 10864, 11618, 9558]",399.521,800.958,6.255,51155.118,24.997,12801.392,12.486,8295360,8295360,8295360,320,8295360,13.586666666666666,6.599999999999998,0.0001,0.01,299.1615905761719,-27.061216354370117,21.806943893432617
20.0,9.0,16.15,10746.49,5,8,8303680,320,8303680,False,5393,990,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-16-00,1650721560,10.288195371627808,10030.6198720932,28360,DESKTOP-1HD8C9H,127.0.0.1,10030.6198720932,316800,990,11.156481266021729,"[17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0, 16.0, 16.0, 16.0, 13.0, 16.0, 20.0, 16.0, 15.0, 16.0, 15.0, 14.0, 18.0, 16.0, 18.0, 16.0, 9.0]","[10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582, 10926, 10873, 10278, 11658, 10412, 9703, 10548, 10397, 10864, 11618, 9558, 10201, 10160, 9740, 11033, 11505]",373.316,857.182,7.817,40938.886,21.871,14630.963,14.044,8303680,8303680,8303680,320,8303680,13.207142857142856,6.599999999999999,0.0001,0.01,274.93829345703125,3.4295783042907715,6.422563552856445
20.0,9.0,16.15,10746.49,0,8,8312320,320,8312320,False,5393,991,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-16-11,1650721571,10.173584222793579,10040.793456315994,28360,DESKTOP-1HD8C9H,127.0.0.1,10040.793456315994,317120,991,11.156481266021729,"[17.0, 17.0, 17.0, 15.0, 17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0, 16.0, 16.0, 16.0, 13.0, 16.0, 20.0, 16.0, 15.0, 16.0, 15.0, 14.0, 18.0, 16.0, 18.0, 16.0, 9.0]","[10076, 10669, 10558, 9896, 10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582, 10926, 10873, 10278, 11658, 10412, 9703, 10548, 10397, 10864, 11618, 9558, 10201, 10160, 9740, 11033, 11505]",368.773,867.742,6.259,51123.747,20.307,15758.1,14.045,8312320,8312320,8312320,320,8312320,14.080000000000002,6.599999999999998,0.0001,0.01,315.4819641113281,5.522205829620361,2.9963674545288086
20.0,9.0,16.11,10764.73,4,8,8320960,320,8320960,False,5397,992,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_19-16-21,1650721581,10.088277816772461,10050.881734132767,28360,DESKTOP-1HD8C9H,127.0.0.1,10050.881734132767,317440,992,11.156481266021729,"[17.0, 16.0, 14.0, 19.0, 18.0, 20.0, 18.0, 17.0, 19.0, 18.0, 13.0, 16.0, 17.0, 17.0, 15.0, 18.0, 15.0, 18.0, 19.0, 18.0, 15.0, 9.0, 16.0, 15.0, 17.0, 19.0, 16.0, 15.0, 16.0, 17.0, 14.0, 17.0, 12.0, 16.0, 17.0, 14.0, 14.0, 14.0, 16.0, 17.0, 20.0, 15.0, 13.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 17.0, 17.0, 20.0, 16.0, 18.0, 9.0, 17.0, 14.0, 18.0, 12.0, 13.0, 18.0, 18.0, 16.0, 14.0, 16.0, 17.0, 18.0, 18.0, 18.0, 18.0, 15.0, 18.0, 18.0, 17.0, 19.0, 17.0, 17.0, 18.0, 17.0, 12.0, 16.0, 16.0, 16.0, 13.0, 16.0, 20.0, 16.0, 15.0, 16.0, 15.0, 14.0, 18.0, 16.0, 18.0, 16.0, 9.0, 15.0, 17.0, 16.0, 14.0]","[10472, 11109, 12219, 9649, 9549, 9749, 10195, 10798, 9840, 10377, 11268, 10331, 10296, 10244, 10836, 10437, 10768, 9991, 10249, 10694, 11051, 12890, 10377, 11906, 11063, 10016, 11092, 10957, 12541, 10132, 12337, 9840, 13204, 11443, 9964, 11024, 11217, 10100, 11169, 10623, 9768, 10827, 11387, 10472, 11137, 11028, 10834, 9955, 12515, 10900, 10487, 9771, 12235, 10103, 11952, 10257, 11184, 10141, 11081, 11515, 10156, 9916, 10433, 11181, 11536, 10563, 10353, 10521, 11443, 10296, 11139, 10084, 10505, 10006, 9821, 10909, 10532, 10579, 11855, 12582, 10926, 10873, 10278, 11658, 10412, 9703, 10548, 10397, 10864, 11618, 9558, 10201, 10160, 9740, 11033, 11505, 10807, 9799, 10680, 11737]",364.064,878.966,6.871,46575.239,21.87,14631.697,14.038,8320960,8320960,8320960,320,8320960,14.114285714285712,6.599999999999999,0.0001,0.01,306.82928466796875,0.13674169778823853,0.7571548223495483
